customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
2809-ILCYT,Female,0.0,Yes,No,25.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,26.8,733.55,0
5499-ECUTN,Female,0.0,,No,47.0,Yes,No,DSL,YES,No,Yes,No,Yes,No,,Yes,Credit card (automatic),,3021.45,0
4981-FLTMF,Female,0.0,Yes,Yes,57.0,Yes,Yes,DSL,Yes,,No,Yes,No,No,Month-to-month,NO,Bank transfer (automatic),65.2,3687.85,0
9121-PHQSR,Male,1.0,Yes,No,16.0,Yes,Yes,Fiber optic,No,oN,,No,,No,,Yes,Credit card (automatic),85.05,1391.15,0
3113-IWHLC,Male,0.0,No,No,5.0,Yes,No,DSL,Yes,No,,No,No,No,Month-to-month,Yes,Mailed check,55.8,274.35,0
3211-ILJTT,Male,0.0,Yes,NO,17.0,Yes,No,Fiber optic,No,No,No,No,NO,No,Month-to-month,Yes,Bank transfer (automatic),70.4,1214.05,1
4612-THJBS,Female,1.0,No,,56.0,Yes,Yes,,No,,Yes,No,Yes,,One year,YES,Bank transfer (automatic),104.75,5510.65,1
4277-BWBML,Male,0.0,Yes,,72.0,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,NO INTERNET SERVICE,,,Bank transfer (automatic),19.95,1322.85,0
4094-NSEDU,Female,28.37901514654594,No,No,21.0,Yes,,Fiber optic,No,No,No,No,Yes,,Month-to-month,Yes,Electronic check,94.25,1973.75,1
0234-TEVTT,Female,0.0,Yes,Yes,48.0,No,,DSL,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),45.0,2196.3,0
4304-TSPVK,Female,0.0,Yes,No,68.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),114.9,7843.55,0
1552-AAGRX,Female,0.0,No,No,30.0,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,,Bank transfer (automatic),106.4,3211.9,0
2637-FKFSY,Female,0.0,Yes,No,3.0,Yes,No,,No,No,No,No,No,No,Month-to-month,eYs,Mailed check,46.1,130.15,0
9796-MVYXX,Female,1.0,No,NO,14.0,No,No phone service,DSL,Yes,,Yes,Yes,No,No,Two year,,,39.7,692.35,0
7874-ECPQJ,Female,,No,Yes,4.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.05,85.5,0
0020-INWCK,Female,0.0,Yes,Yes,71.0,Yes,Yes,Fiber optic,No,,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),95.75,6849.4,0
7089-RKVSZ,,0.0,Yes,Yes,8.0,Yes,Yes,No,No internet service,,No internet service,No internet service,No internet service,,One year,No,Mailed check,24.4,203.95,0
2683-JXWQQ,Male,0.0,Yes,Yes,61.0,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),33.6,,0
9548-ZMVTX,Male,0.0,Yes,,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,,No,,Two year,No,Bank transfer (automatic),90.45,6565.85,0
8739-XNIKG,Female,0.0,No,No,5.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,,,84.0,424.75,0
9755-JHNMN,Female,0.0,No,No,49.0,Yes,No,DSL,Yes,Yes,Yes,Yes,,No,Two year,No,Bank transfer (automatic),67.4,3306.85,0
3981-QSVQI,Male,0.0,No,No,8.0,Yes,,No,No internet service,No internet service,,NO INTERNET SERVICE,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.7,168.9,0
2789-HQBOU,Male,0.0,No,No,3.0,Yes,,Fiber optic,No,No,No,No,,Yes,Month-to-month,,Electronic check,80.35,253.8,0
9424-CMPOG,Male,0.0,,Yes,9.0,Yes,No,,No internet service,,No internet service,No internet service,No internet service,No internet service,Two year,No,MAILED CHECK,19.6,197.4,0
5067-WJEUN,Male,0.0,Yes,Yes,67.0,Yes,No,,Yes,Yes,No,No,No,,Two year,Yes,Bank transfer a(utomatic),54.2,3838.2,0
3450-WXOAT,Male,0.0,,No,46.0,Yes,No,DSL,,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),45.2,2065.15,0
9251-WNSOD,Female,0.0,Yes,No,67.0,Yes,Yes,DSL,Yes,Ye,Yes,No,No,Yes,,No,Mailed check,75.1,5064.45,0
6974-DAFLI,Female,0.0,,No,55.0,Yes,No,NO,No internet service,No internet service,No internet service,No internet service,No internet service,,One year,No,Electronic check,19.7,1140.05,0
2616-UUTFK,Male,0.0,Yes,oN,33.0,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,,Month-to-month,Yes,,72.75,,0
7064-JHXCE,aMle,0.0,Yes,Yes,62.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,,No internet service,Two year,No,Credit card (automatic),20.05,126.39,0
5103-MHMHY,Female,0.0,No,Yes,1.0,Yes,No,,No,No,No,,No,No,Month-to-month,No,Mailed check,45.95,45.95,1
7989-AWGEH,Male,0.0,Yes,Yes,,No,No phone service,DSL,Yes,,No,No,No,Yes,Month-to-month,Yes,Electronic check,39.2,,0
4373-VVHQL,Male,0.0,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.75,44.75,0
4559-UWIHT,Male,0.0,Yes,No,14.0,Yes,Yes,,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,82.65,1185,0
7268-IGMFD,Mal,1.0,No,No,18.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),,1743.9,0
1846-XWOQN,Female,1.0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,70.15,1
0235-KGSLC,Female,0.0,No,No,1.0,Yes,No,Fiber optic,No,No,Yes,,Yes,No,,Yes,Credit card (automatic),85.55,85.55,1
6650-BWFRT,Female,0.0,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Twoy ear,Yes,Credit card (automatic),117.15,8529.5,0
9570-KYEUA,Male,0.0,No,No,64.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,,Yes,Two year,No,Credit card (automatic),99.25,6549.45,0
6993-YGFJV,,0.0,YES,No,69.0,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,Bank transfer (automatic),112.55,7806.5,0
2712-SYWAY,,0.0,No,No,1.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.7,25.7,0
0730-BGQGF,Male,0.0,Yes,Yes,71.0,Yes,Yes,DSL,Yes,Yes,Yes,,Yes,Yes,Two year,No,Credit card (automatic),90.3,6287.3,0
5498-IBWPI,Female,0.0,Yes,Yes,66.0,Yes,No,DSL,No,No,,Yes,No,No,One year,Yes,Credit card (automatic),49.4,3251.85,0
9101-NTIXF,,0.0,oN,No,,Yes,oN,,No internet service,No internet service,No internet service,,No internet service,,Month-to-month,No,Mailed check,19.4,50.6,0
0013-SMEOE,Female,1.0,Yes,No,71.0,Yes,No,,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.7,,0
9314-QDMDW,Male,0.0,No,No,11.0,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,61.25,729.95,0
9308-ANMVE,Male,0.0,No,Yes,,Yes,No,SDL,Yes,Yes,No,No,,No,Month-to-month,Yes,Electronic check,55.3,2654.05,0
2884-GBPFB,Female,0.0,Yes,No,35.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-monh,Yes,Electronic check,70.3,2416.55,1
3757-NJYBX,Male,1.0,Yes,No,32.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,,Yes,Month-to-month,No,Bank transfer (automatic),106.35,,1
3413-DHLPB,Male,0.0,Yes,Yes,60.0,Yes,Yes,,No,Yes,No,Yes,Yes,Yes,,Yes,Bank transfer (automatic),,5969.95,0
7649-PHJVR,Male,0.0,,No,11.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,226.8,0
6114-TCFID,Femae,0.0,No,No,29.0,No,No phone service,DSL,,Yes,No,YES,No,No,One year,No,Credit card (automatic),39.5,1082.75,0
3787-TRIAL,,0.0,Yes,Yes,21.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronc check,26.05,565.75,0
2573-GYRUU,Male,1.0,Yes,No,,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),91.05,4370.75,0
5156-UMKOW,Female,0.0,No,Yes,3.0,No,No phone service,DSL,oN,Yes,No,No,No,No,,,Mailed check,29.65,90.05,0
1247-QBVSH,Female,0.0,Yes,Yes,43.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,50.2,2169.4,0
6734-GMPVK,Male,0.0,No,No,5.0,Yes,Yes,Fiber optic,No,Yes,,No,Yes,Yes,Month-to-month,No,Electronic check,105.3,550.6,0
9822-OAOVB,Female,0.0,No,No,1.0,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,2056.6492963913934,,0
6161-ERDGD,Male,0.0,Yes,Yes,71.0,Yes,Yes,DSL,Yes,,Yes,,Yes,Yes,One year,No,Electroinc check,85.45,6300.85,0
1226-JZNKR,Female,0.0,Yes,Yes,8.0,Yes,No,No,No intenret service,No internet service,No internet service,,No internet service,No internet service,One year,No,Electronic check,1700.1492963913934,160.05,0
7318-EIVKO,Male,,No,No,8.0,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,YES,Electronic check,59.25,436.6,0
3771-PZOBW,,0.0,No,No,20.0,Yes,YES,Fiber optic,No,No,Yes,No,Yes,No,,,Credit card (automatic),90.7,1781.35,0
5136-KCKGI,Female,0.0,Yes,Yes,33.0,Yes,Yes,Fiber optic,Yes,No,,No,Yes,Yes,One yera,Yes,Mailed check,103.7,3467,1
8231-BSWXX,Male,0.0,No,No,71.0,Yes,,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),79.05,5552.5,0
6486-LHTMA,Female,1.0,Yes,No,31.0,Yes,,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,90.7,2835.5,0
4083-BFNYK,Female,1.0,Yes,No,38.0,Yes,Yes,,Yes,Yes,No,No,No,Yes,One year,No,Credit card (automatic),95.0,,0
3722-WPXTK,Male,0.0,oN,No,1.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.35,88.35,1
7389-KBFIT,Female,,Yes,YES,2.0,No,No phone service,DSL,No,Yes,No,No,NO,,Month-to-month,,Mailed check,30.25,63.75,0
7176-WIONM,Female,0.0,Yes,No,12.0,No,No phone service,DSL,No,No,,No,Yes,Yes,Month-to-month,,Bank transfer (automatic),2000.6492963913934,617.15,0
5141-ZUVBH,Female,18.37901514654594,No,Yes,9.0,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),93.0,870.25,0
1089-HDMKP,Male,1.0,No,,11.0,Yes,No,DSL,No,YES,No,Yes,No,No,,Yes,Electronic check,54.55,601.25,0
7623-HKYRK,Male,0.0,oN,,6.0,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,111.65,0
0310-SUCIN,,0.0,Yes,,71.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),,6046.1,0
5197-PYEPU,Female,0.0,Yes,,42.0,Yes,es,Fiber optic,Yes,Yes,No,No,,No,One year,Yes,Credit card (automatic),94.45,3923.8,0
2929-ERCFZ,Female,0.0,,Yes,8.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,,777.3,1
7548-SEPYI,Female,0.0,,No,5.0,Yes,No,Fiber optic,No,Yes,No,No,,Yes,Month-to-month,Yes,Electronic check,96.25,512.45,1
8835-VSDSE,Female,0.0,Yes,No,2.0,Yes,No,Fiber optic,No,No,No,No,No,No,,,Electronic check,70.7,141.45,1
6619-RPLQZ,Female,0.0,Yes,Yes,45.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.85,892.15,0
3275-RHRNE,Male,0.0,,Yes,28.0,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,,,1682.05,0
3503-TYDAY,Female,0.0,Yes,No,43.0,Yes,,Fiber optic,No,,No,No,No,No,Month-to-month,No,Electronic check,80.45,3398.9,0
6901-GOGZG,Male,0.0,,Yes,60.0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,84.95,4984.85,0
1623-NLDOT,Female,0.0,Yes,No,42.0,No,,DSL,No,,No,Yes,No,No,One year,No,MAILED CHECK,33.55,,1
7021-XSNYE,Male,0.0,Yes,Yes,7.0,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),49.65,305.55,0
9621-OUPYD,Female,0.0,Yes,No,25.0,Yes,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),,507.9,0
9898-KZQDZ,,1.0,Yes,,40.0,Yes,YES,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.55,3640.45,1
8982-NHAVY,Male,0.0,No,No,27.0,Yes,Yes,Fiber optic,No,No,Yes,,Yes,Yes,One year,Yes,Bank transfer (automatic),100.5,2673.45,0
4307-KWMXE,Mlae,0.0,No,,,No,,DSL,No,Yes,,Yes,No,No,Month-to-month,No,Electronic check,35.75,389.8,0
0141-YEAYS,Female,1.0,No,No,27.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),86.45,2401.05,0
2450-ZKEED,,0.0,,No,11.0,Yes,No,DSL,No,No,Ye,Yes,No,No,One year,No,Bank transfer (automatic),,651.55,0
3694-DELSO,Male,,Yes,Yes,4.0,No,No phone service,DL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),38.55,156.1,0
3893-JRNFS,Male,0.0,No,No,68.0,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,,Bank transfer (automatic),39.9,2796.35,0
9603-OAIHC,,28.37901514654594,No,No,,Yes,No,Fiber optic,,No,No,No,,,Month-to-month,Yse,Electronic check,,07.05,0
1133-KXCGE,,18.37901514654594,,,18.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,,,No,Mailed check,20.1,407.05,0
5236-PERKL,Female,0.0,No,No,,Yes,Yes,Fiber optic,Yes,,Yes,No,Yes,Yes,,Yes,,112.95,6465,1
0142-GVYSN,Male,0.0,No,No,26.0,Yes,No,No,No internet service,No internet service,,No internet service,No internet service,No internet service,,Yes,Electronic check,20.3,511.25,0
1049-FYSYG,Female,0.0,Yes,No,17.0,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,,,35.65,646.05,0
7854-FOKSF,Male,0.0,oN,No,1.0,No,NO PHONE SERVICE,DSL,No,No,No,,No,,Month-to-month,No,Electronic check,35.9,35.9,1
2519-FAKOD,Male,,No,Yes,38.0,Yes,Yes,FIBER OPTIC,No,No,Yes,No,,Ye,Month-to-month,Yes,,99.25,3777.15,1
8406-LNMHF,Male,1.0,Yes,No,59.0,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),82.95,4903.15,0
1821-BUCWY,Male,0.0,No,No,30.0,Yes,,DSL,,No,Yes,No,,No,,,Mailed check,55.65,,0
8263-JQAIK,Male,,No,No,2.0,No,No phone service,DSL,No,,,No,No,,Month-to-month,Yes,,24.45,47.5,1
0023-UYUPN,Female,1.0,Yes,No,50.0,Yes,Yes,No,No internet service,No internet service,,No internet service,No internet service,No internet service,One year,No,Electronic check,25.2,,0
8314-DPQHL,,0.0,,No,9.0,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Mailed check,,463.6,0
1465-WCZVT,Female,0.0,Yes,Yes,3.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,No,Mailed check,,60.65,0
9481-SFCQY,Female,0.0,No,Yes,14.0,Yes,No,,No,No,Yes,No,Yes,No,,Yes,Credit card (automatic),2100.1492963913934,824.85,0
6360-SVNWV,Female,,No,No,31.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.55,2094.65,0
0567-GGCAC,Female,0.0,No,No,,Yes,No,DSL,eYs,Yes,,No,No,No,Month-to-month,No,Electronic check,61.4,438.9,0
7089-IVVAZ,Female,0.0,No,No,8.0,Yes,Yes,Fiber optic,,No,No,Yes,Yes,Yes,Month-ot-month,Yse,Bank transfer (automatic),103.35,847.3,1
8884-MRNSU,Male,0.0,Yes,Yes,17.0,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,,No,,,329.75,0
2171-UDMFD,Male,,Yes,Yes,32.0,Yes,,oN,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,MONTH-TO-MONTH,Yes,,19.45,,0
9050-IKDZA,Female,1.0,,No,1248.5376145222538,Yes,,Fber optic,No,No,No,No,,,Month-to-month,,Mailed check,81.5,,0
2205-YMZZJ,Male,1.0,No,No,7.0,Yes,Yes,Fiber optic,No,No,No,,,,Month-to-month,Yes,Electronic check,84.8,546.95,1
9802-CAQUT,Female,0.0,se,Yes,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,YES,Yes,Two year,No,Credit card (automatic),109.55,7887.25,0
1254-IZEYF,Female,1.0,No,No,31.0,Yes,Yes,Fiber optic,No,Yes,,,YES,Yes,Month-to-month,Yes,Electronic check,99.95,3186.65,1
0187-WZNAB,Female,0.0,Yes,,27.0,Yes,No,,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,74.4,1972.35,0
9492-TOKRI,Female,0.0,No,,18.0,Yes,Yes,Fiber optic,No,Yes,No,No,,,Month-to-month,Yes,Credit card (automatic),,1527.35,1
1475-VWVDO,Male,0.0,No,No,7.0,Yes,No,Fiber optic,No,No,Yes,oN,No,No,Month-to-month,Yes,Electronic check,74.9,490.55,0
9221-OTIVJ,,1.0,No,No,14.0,Yes,Yes,Fiber optic,,Yes,Yes,No,,Yes,Month-to-month,Yes,Electronic check,104.85,1531.4,1
1357-MVDOZ,Male,0.0,Yes,Yes,11.0,Yes,No,DSL,No,No,Yes,oN,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.65,683.25,0
7602-MVRMB,Femal,0.0,Yes,Yes,72.0,Yes,Yes,,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.45,8058.85,0
3325-FUYCG,,0.0,,Yes,28.0,Yes,Yes,,Yes,Yes,No,,Yes,Yes,One year,No,Electronic check,106.1,2847.4,1
5908-QMGOE,Male,1.0,No,No,15.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.2,,1
1197-BVMVG,Female,1.0,No,No,4.0,Yes,Yes,Fiber optic,No,NO,No,,No,No,Month-to-month,Yes,Electronic check,74.45,294.45,0
5406-KGRMX,Female,0.0,No,No,71.0,Yes,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.55,1719.15,0
8481-YYXWG,Female,0.0,No,No,5.0,Yes,No,,No,Yse,No,Yes,,Yes,Month-to-month,Yes,Electronic check,89.35,461.7,1
5968-HYJRZ,Male,0.0,Yes,Yes,47.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internt service,Tw year,No,Mailed check,24.55,1160.45,0
5198-EFNBM,Male,1.0,Yes,No,57.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Oen year,Yes,Electronic check,90.65,5199.8,0
7516-GMHUV,Male,1.0,Yes,No,,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),105.05,5163.3,0
7140-ADSMJ,Male,0.0,No,No,1308.5376145222538,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.45,162.3,0
2230-XTUWL,Female,,Ys,Yes,48.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,883.35,0
7706-YLMQA,Female,0.0,No,No,70.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,No,,19.7,1341.5,0
2585-KTFRE,Male,0.0,No,Yes,1.0,Yes,No,DSL,Yes,,No,Yes,oN,Yes,Month-to-month,Yes,Bank transfer (automatic),70.45,70.45,0
7994-UYIVZ,Male,0.0,Yes,No,8.0,Yes,Yes,Fiber optic,,No,No,No,,Yes,Month-to-month,YES,Bank transfer (automatic),85.65,659.45,0
2609-IAICY,Female,0.0,,No,1.0,Yes,Yse,Fiber optic,No,No,No,No,No,No,Month-to-month,,Electronic check,77.15,77.15,1
1740-CSDJP,Male,0.0,No,No,1.0,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),35.25,35.25,1
7717-BICXI,Male,0.0,Yes,Yes,60.0,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.55,1205.05,0
6559-RAKOZ,Male,0.0,Yes,Yes,49.0,Yes,,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,2481.6492963913934,4917.9,0
2636-OHFMN,Male,0.0,Yes,No,4.0,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,,Yes,Electronic check,48.55,201,1
4716-MRVEN,Female,0.0,No,No,1518.5376145222538,Yes,No,oN,No internet service,No internet service,No internet service,,No internet service,,One year,No,Mailed check,20.0,599.3,0
2143-LJULT,,0.0,YES,No,67.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.25,1733.15,0
1323-OOEPC,Female,0.0,Yes,No,53.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,,Credit card (automatic),98.4,5149.5,1
3200-MNQTF,Male,0.0,Yes,,67.0,Yes,Yes,DSL,Yes,Yes,eYs,Yes,No,No,Two year,oN,CREDIT CARD (AUTOMATIC),70.9,4677.1,0
6164-HXUGH,FEMALE,0.0,,Yes,6.0,Yes,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,119.3,0
5630-IXDXV,Female,0.0,No,No,47.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.35,4849.1,0
0320-DWVTU,Female,0.0,No,No,53.0,Yes,No,Fiber optic,Yes,Yes,,Yes,No,Yes,Two year,No,Mailed check,99.5,5424.25,0
9135-MGVPY,Male,,Yes,No,69.0,Yes,No,DSL,,Yes,Yes,Yes,Yes,Yes,Two year,YES,Mailed check,84.7,5878.9,0
1212-GLHMD,Male,0.0,No,No,3.0,Yes,No,Fiber optic,,No,No,No,No,Yes,Month-to-month,,Mailed check,86.05,244.85,0
7878-JGDKK,Male,0.0,No,No,4.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.55,220.75,0
1088-AUUZZ,Male,0.0,Yes,Yes,,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,,75.85,4261.2,0
0397-GZBBC,Male,1.0,Yes,No,59.0,Yes,Yes,,No,No,,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.85,5574.75,1
6614-YWYSC,Male,1.0,Yes,No,61.0,Yes,Yes,NO,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.0,1501.75,0
9588-OZDMQ,Female,0.0,,No,2.0,Yes,,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.0,89.75,0
7641-EUYET,,1.0,,,46.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,,Month-to-month,Yes,Electronic check,100.7,4541.2,1
6476-EPYZR,Male,0.0,Yes,Ye,12.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,o internet service,MONTH-TO-MONTH,No,Mailed check,,55.5,0
9921-ZVRHG,Female,0.0,No,,14.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,,Yes,Electronic check,80.45,1072,1
1174-FGIFN,Female,0.0,Yes,Yes,28.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,,Yes,Electronic check,90.45,2509.25,0
6620-HVDUJ,Male,0.0,No,No,24.0,Yes,No,SDL,Yes,Yes,No,Yes,No,No,Month-to-month,NO,Bank transfer (automatic),60.45,1440.75,0
4701-MLJPN,Male,,,No,31.0,Yes,,DSL,No,No,Yes,Yes,No,No,Month-to-month,,Electronic check,55.25,1715.65,1
1032-MAELW,Female,0.0,Yes,Yes,68.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,,One year,Yes,Electronic check,78.45,,0
7641-TQFHN,Male,0.0,No,Yes,39.0,Yes,Yes,Fiber optic,,No,No,Yes,Yes,Yes,Two year,No,Mailed check,100.55,3895.35,0
1552-TKMXS,Female,0.0,Yes,No,42.0,Yes,oN,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.35,869.9,0
9206-GVPEQ,Male,0.0,Yes,No,13.0,No,No phone service,DSL,Yes,No,No,Yes,,Yes,,Yes,Electronic check,54.45,706.85,1
8622-ZLFKO,Female,0.0,Yes,No,6.0,Yes,,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.75,512.25,0
1596-BBVTG,Male,0.0,No,No,35.0,Yes,Yes,Fiber optic,No,No,No,NO,No,No,MONTH-TO-MONTH,No,Credit card (automatic),75.35,2636.05,1
6188-UXBBR,Female,0.0,Yes,No,38.0,Yes,No,NO,No internet service,No internet service,No internet service,No internet service,No internet service,,One year,Yes,Credit card (automatic),20.25,,0
2333-KWEWW,Male,,No,No,18.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.05,38.86,0
5702-SKUOB,Female,0.0,Yes,No,,Yes,No,No,No internet service,No internet service,,NO INTERNET SERVICE,No internet service,No internet service,,No,Mailed check,19.6,93.45,0
1134-YWTYF,Male,0.0,Yes,No,,Yes,No,DSL,No,Yes,No,Yes,ON,No,Month-to-month,Yes,Electronic check,53.8,1389.85,0
6061-GWWAV,Male,0.0,No,Yes,41.0,Yes,No,DSL,Yes,Yes,,No,Yes,No,One year,No,Mailed check,,,0
0679-TDGAK,Male,0.0,Yes,Yes,50.0,Yes,No,,Yes,No,No,Yes,Yes,Yes,One year,,,75.5,4025.6,0
6585-WCEWR,Male,0.0,Yes,Yes,72.0,Yes,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,,20.35,,0
9067-YGSCA,Female,,No,No,70.0,Yes,,No,No internet service,,No internet service,No internet service,No internet service,,One year,No,Credit card (automatic),26.05,1856.4,0
9067-SQTNS,Male,0.0,Yes,Yes,44.0,Yes,No,oN,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.6,926,0
