person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
23.0,45600,MORTGAGE,3.0,VENTURE,C,12000.0,14.65,0.0,0.26,Y,2.0
26.0,45600,MORTGGAE,9.0,EDUCATION,C,10000.0,15.27,0.0,0.22,Y,3.0
23.0,88000,RENT,,VENTURE,B,5000.0,10.99,,0.06,N,4.0
23.0,45600,MORTGAGE,,MEDICAL,B,3000.0,11.49,,0.07,N,4.0
23.0,45600,MORTGAGE,7.0,VENTURE,C,10000.0,16.11,0.0,0.22,Y,4.0
25.0,45600,MORTGAGE,7.0,MEDICAL,C,13000.0,12.99,0.0,0.29,N,4.0
25.0,76000,RENT,2.0,DEBTCONSOLIDATION,E,5000.0,17.19,1.0,0.07,Y,3.0
26.0,90000,RENT,4.0,PERSONAL,D,5000.0,16.77,0.0,0.06,,3.0
23.0,78000,RENT,0.0,HOMEIMPROVEMENT,A,5000.0,6.62,1.0,0.06,N,4.0
23.0,90000,RENT,7.0,MEDICAL,C,5000.0,15.96,0.0,0.06,,3.0
24.0,90000,RENT,0.0,DEBTCONSOLIDATION,B,5000.0,10.59,0.0,0.06,N,2.0
24.0,90000,RENT,5.0,,B,5000.0,9.99,0.0,0.06,N,3.0
24.0,45600,MORTGAGE,0.0,,,7200.0,231.02461339002102,0.0,0.16,N,4.0
25.0,45600,MORTGAGE,,HOMEIMPROVEMENT,A,15000.0,219.82461339002103,0.0,0.33,N,2.0
21.0,39600,MORTGAGE,5.0,MEDICAL,A,6400.0,6.91,1.0,,N,2.0
22.0,90000,RENT,4.0,EDUCATION,,5000.0,,0.0,0.06,Y,4.0
22.0,45600,MORTGAGE,5.0,VENTURE,B,2000.0,10.36,,,N,2.0
23.0,45600,OWN,7.0,MEDICAL,B,1000.0,9.62,0.0,,N,4.0
,80000,ENT,8.0,DEBTCONSOLIDATION,D,5000.0,14.96,1.0,,,4.0
20.0,94000,RENT,4.0,EDUCATION,D,5000.0,16.02,0.0,0.05,N,
22.0,45600,MORTGAGE,5.0,,B,9500.0,10.38,0.0,0.21,N,2.0
23.0,95004,RENT,2.0,EDUCATION,A,5000.0,9.63,0.0,0.05,,4.0
22.0,45600,,6.0,MEDICAL,C,1800.0,13.48,0.0,0.04,N,
26.0,97500,RENT,10.0,VENTURE,E,5000.0,18.39,0.0,0.05,,4.0
,45600,MORTGAGE,237.32559472570594,VENURE,A,1600.0,7.88,0.0,0.04,N,2.0
23.0,86004,RENT,,PERSONAL,D,5000.0,14.84,1.0,0.06,N,2.0
22.0,39600,MORTGAGE,6.0,DEBTCONSOLIDATION,C,,10.28,1.0,0.12,N,4.0
578.1938274525821,45608,OWN,8.0,,A,11000.0,6.62,0.0,0.24,N,2.0
22.0,45673,,6.0,EDUCATION,A,7000.0,7.88,0.0,0.15,N,4.0
22.0,45691,MORTGAGE,5.0,VENTURE,A,7000.0,7.14,0.0,0.15,N,2.0
22.0,39696,MORTGAGE,,EDUCATION,B,14125.0,12.42,1.0,0.36,,4.0
548.1938274525821,100000,RENT,5.0,EDUCATION,A,5000.0,6.03,0.0,0.05,N,2.0
23.0,100000,RENT,5.0,PERSONAL,A,5000.0,8.49,0.0,0.05,N,3.0
24.0,100000,RENT,1.0,DEBTCONSOLIDATION,A,5000.0,,20.65193366464861,0.05,N,
23.0,45843,OWN,,VENTURE,B,11000.0,11.71,0.0,0.24,N,3.0
22.0,39868,,2.0,DEBTCONSOLIDATION,D,2400.0,16.02,,0.06,Y,4.0
22.0,102240,RENT,,PERSONAL,E,5000.0,19.03,,5.852991506026522,N,3.0
25.0,39896,MORTGAE,,MEDICAL,A,9250.0,9.63,1.0,0.23,N,3.0
,45900,MORTGAGE,1.0,DEBTCONSOLIDATION,A,6400.0,8.59,0.0,0.14,N,3.0
26.0,103992,RENT,10.0,,A,5000.0,7.88,0.0,,,3.0
26.0,45900,MORTGAGE,10.0,,C,11500.0,13.79,0.0,0.25,,4.0
,106000,RENT,7.0,EDUCATION,A,5000.0,7.88,0.0,0.05,N,2.0
22.0,45975,MORTGAGE,6.0,MEDICAL,B,10375.0,,0.0,0.23,N,4.0
25.0,106000,RENT,4.0,,B,5000.0,,0.0,0.05,N,4.0
23.0,45992,,7.0,VENTURE,A,10000.0,5.42,0.0,0.22,N,3.0
25.0,39996,MORTGAGE,9.0,DEBTCONSOLIDATION,D,1500.0,,1.0,0.04,Y,3.0
24.0,80155,RENT,8.0,MEDICAL,F,5000.0,,1.0,0.05,N,3.0
24.0,108000,RENT,8.0,EDUCATION,B,5000.0,12.69,0.0,0.05,,241.97373313795518
25.0,45996,OWN,207.32559472570594,HOMEIMPROVEMENT,A,3850.0,,0.0,0.08,,2.0
21.0,45996,OWN,5.0,VENTURE,A,10000.0,5.79,0.0,0.22,N,3.0
23.0,108000,RENT,7.0,EDUCATION,A,5000.0,7.66,0.0,0.05,N,4.0
26.0,45996,OWN,5.0,HOMEIMPROVEMENT,A,,,0.0,0.2,N,221.97373313795518
24.0,45996,MORTGAGE,6.0,EDUCATION,C,8500.0,,,0.18,N,3.0
25.0,110000,RNET,2.0,VENTURE,B,5000.0,9.99,0.0,0.05,N,
22.0,111460,RENT,3.0,DEBTCONSOLIDATION,B,5000.0,11.71,0.0,0.04,N,4.0
25.0,112000,RENT,7.0,DEBTCONSOLIDATION,B,,10.25,0.0,,N,3.0
25.0,45996,OWN,9.0,PERSONAL,B,25000.0,12.18,0.0,0.54,N,3.0
558.1938274525821,115000,RENT,1.0,HOMEIMPROVEMENT,A,5000.0,8.9,0.0,0.04,N,3.0
24.0,88400,RENT,8.0,MEDICAL,D,5000.0,,1.0,0.05,N,
,116300,,6.0,HOMEIMPROVEMENT,D,5000.0,14.96,0.0,0.04,Y,4.0
23.0,120000,RENT,2.0,EDUCATION,A,5000.0,,0.0,0.04,,4.0
23.0,45996,OWN,7.0,EDUCATION,C,10000.0,13.16,0.0,0.22,N,3.0
26.0,120000,RENT,3.0,HOMEIMPROVEMENT,A,5000.0,7.68,0.0,,,2.0
25.0,120000,RENT,6.0,PERSONAL,C,5000.0,13.79,0.0,0.04,N,3.0
22.0,114000,RENT,2.0,VENTURE,D,5000.0,15.31,1.0,0.04,N,231.97373313795518
26.0,135000,RENT,10.0,MEDICAL,B,5000.0,11.36,0.0,0.04,N,4.0
24.0,137481,RENT,8.0,VENTURE,B,,10.99,0.0,0.04,N,
24.0,46000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,10075.0,286.124613390021,0.0,,,
23.0,46000,MORTGAGE,7.0,PERSONAL,A,5000.0,6.62,0.0,0.11,N,231.97373313795518
23.0,150000,RENT,3.0,,,365651.2915151717,10.65,0.0,0.03,N,2.0
24.0,150000,RENT,8.0,VENTURE,B,5000.0,,0.0,5.652991506026522,N,4.0
23.0,138000,RENT,1.0,,D,5000.0,14.91,1.0,0.04,N,4.0
24.0,117300,RENT,4.0,MEDICAL,,5000.0,13.23,1.0,0.04,Y,3.0
25.0,159996,RENT,4.0,,D,5000.0,14.11,0.0,0.03,Y,4.0
26.0,46000,MORTGAGE,3.0,,B,11000.0,12.69,0.0,0.24,N,2.0
25.0,21600,RENT,0.0,MEDICAL,B,,11.86,,0.24,N,3.0
22.0,24000,RENT,0.0,DEBTCONSOLIDATION,C,5200.0,13.49,,,,2.0
25.0,25000,RENT,1.0,EDUCATION,C,5200.0,12.53,0.0,0.21,Y,3.0
,46000,MORTGAGE,4.0,EDUCATION,C,,12.99,,5.852991506026522,Y,2.0
23.0,46000,MORTGAGE,1.0,VENTURE,A,345651.2915151717,5.42,0.0,0.07,N,3.0
21.0,26000,RENT,5.0,,B,5200.0,12.53,0.0,,N,2.0
,30000,RENT,1.0,MEDICAL,,5200.0,15.96,0.0,0.17,Y,3.0
23.0,46000,MORTGAGE,6.0,PERSONAL,A,15000.0,6.99,0.0,0.33,,3.0
25.0,30000,,2.0,DEBTCONSOLIDATION,E,5200.0,17.19,1.0,0.17,,4.0
25.0,32160,,9.0,,C,5200.0,14.65,0.0,0.16,N,4.0
23.0,35000,RENT,0.0,DEBTCONSOLIDATION,C,5200.0,13.92,0.0,,N,2.0
22.0,36850,RENT,3.0,,B,5200.0,12.42,0.0,0.14,,4.0
,38000,RENT,5.0,DEBTCONSOLIDATION,B,5200.0,10.74,0.0,0.14,N,3.0
23.0,38000,RENT,,MEDICAL,A,5200.0,7.88,0.0,0.14,N,3.0
22.0,46000,MORTGAGE,6.0,EDUCATION,C,6000.0,12.68,20.65193366464861,0.13,Y,4.0
23.0,24000,RENT,3.0,EDUCATION,A,5250.0,7.66,1.0,0.22,N,3.0
24.0,46000,MORTGAGE,,MEDICAL,A,2000.0,7.66,0.0,0.04,N,2.0
22.0,46000,MORTGAGE,6.0,PERSONAL,B,4000.0,10.37,0.0,0.09,N,2.0
23.0,45000,RENT,3.0,,B,5275.0,10.39,0.0,0.12,N,2.0
24.0,57600,RENT,3.0,PERSONAL,C,5275.0,,0.0,0.09,Y,2.0
23.0,46000,MORTGAGE,,MEDICAL,B,10000.0,10.36,0.0,0.22,N,3.0
23.0,23340,RENT,8.0,,A,5300.0,7.9,,0.23,N,3.0
22.0,24996,RENT,4.0,PERSONAL,C,5300.0,15.23,,0.21,Y,4.0
24.0,46000,MORTGAGE,5.0,EDUCATION,B,,9.99,0.0,0.22,N,221.97373313795518
25.0,26400,RENT,,EDUCATION,A,5300.0,8.49,0.0,0.2,N,3.0
23.0,46000,MORTGAGE,,MEDICAL,A,3000.0,7.88,20.65193366464861,0.07,N,3.0
24.0,28800,,0.0,MEDICAL,C,5300.0,15.27,0.0,0.18,N,3.0
25.0,30000,RENT,1.0,EDUCATION,C,5300.0,15.27,0.0,0.18,N,3.0
22.0,30000,,2.0,EDUCATION,E,5300.0,17.99,1.0,0.18,Y,4.0
,30000,,3.0,MEDICAL,D,5300.0,15.28,1.0,0.18,Y,3.0
25.0,46000,MORTGAGE,,EDUCATION,B,23500.0,10.25,0.0,0.51,N,4.0
21.0,47000,RENT,1.0,MEDICAL,A,5300.0,,0.0,,N,2.0
22.0,50004,RENT,5.0,PERSONAL,D,5300.0,14.42,,0.11,Y,2.0
22.0,65000,RENT,3.0,EDUCATION,A,5300.0,6.62,0.0,0.08,N,3.0
25.0,40000,MORTGAGE,5.0,HOMEIMPROVMEENT,B,15000.0,11.36,1.0,0.38,N,2.0
21.0,22000,RENT,,PERSONAL,B,5325.0,12.42,1.0,,N,
21.0,32000,RENT,5.0,PERSONAL,C,5325.0,,0.0,0.17,Y,3.0
23.0,46000,OWN,6.0,EDUCATION,B,8000.0,11.48,,0.17,N,4.0
24.0,24000,RENT,0.0,MEDICAL,B,5375.0,10.99,0.0,0.22,N,3.0
24.0,26000,,1.0,MEDICAL,C,,,0.0,0.21,Y,4.0
24.0,18000,RENT,3.0,MEDICAL,D,5400.0,15.99,1.0,0.3,Y,3.0
22.0,18000,RENT,2.0,DEBTCONSOLIDATION,C,5400.0,15.23,1.0,0.3,N,4.0
25.0,46000,MORTGAGE,1.0,HOMEIMPROVEMENT,C,8600.0,,,0.19,N,2.0
,46000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,6000.0,7.68,0.0,0.13,N,2.0
23.0,21600,RENT,0.0,,C,5400.0,,0.0,0.25,,4.0
26.0,24000,RENT,,EDUCATION,B,,11.49,0.0,0.23,N,3.0
26.0,25300,RENT,2.0,HOMEIMPROVEMENT,D,5400.0,,1.0,0.21,Y,2.0
21.0,46000,OWN,5.0,VENTURE,D,10000.0,14.74,0.0,,Y,3.0
23.0,26400,RENT,7.0,DUCAION,B,5400.0,10.38,0.0,0.2,N,
21.0,46002,MORTGAGE,4.0,,D,4000.0,,0.0,0.09,Y,3.0
26.0,30000,RENT,3.0,PERSONAL,B,5400.0,10.0,0.0,0.18,N,4.0
22.0,32000,RENT,1.0,PERSONAL,D,5400.0,16.29,1.0,0.17,N,2.0
26.0,33600,RENT,,PERSONAL,A,5400.0,,0.0,0.16,N,4.0
23.0,35000,RENT,7.0,PERSONAL,B,5400.0,10.59,0.0,0.15,N,2.0
,46113,,4.0,PERSONAL,D,9000.0,15.99,0.0,0.2,Y,
25.0,46116,MORTGAGE,9.0,DEBTCONSOLIDATION,C,,11.03,0.0,,N,3.0
,46144,MORTGAGE,297.32559472570597,EDUCATION,A,1500.0,7.49,0.0,0.03,N,2.0
,35000,RENT,5.0,MEDICAL,C,5400.0,12.84,0.0,0.15,N,4.0
26.0,36000,RENT,,VENTURE,A,5400.0,8.9,0.0,0.15,N,
22.0,45000,RENT,4.0,,,,7.29,0.0,0.12,,2.0
25.0,54000,RENT,9.0,EDUCATION,,5400.0,7.88,,,N,3.0
23.0,55000,RENT,3.0,VENTURE,B,5400.0,11.99,0.0,0.1,N,2.0
24.0,46325,MORTGAGE,6.0,MEDICAL,A,3600.0,7.68,0.0,0.08,N,4.0
22.0,57500,RENT,4.0,MEDICAL,A,5400.0,5.42,0.0,0.09,N,4.0
25.0,46350,,0.0,VENTURE,B,9750.0,10.0,0.0,0.21,N,
23.0,46394,MORTGAGE,7.0,MEDICAL,C,,13.47,0.0,0.32,N,
548.1938274525821,60000,RENT,4.0,MEDICAL,,5400.0,7.49,0.0,,N,3.0
23.0,63000,,3.0,VENTURE,D,5400.0,14.54,0.0,0.09,N,2.0
548.1938274525821,46450,MORTGAGE,6.0,EDUCATION,A,10000.0,5.42,0.0,0.22,N,2.0
26.0,46464,MORTGAGE,1.0,VENTURE,B,15000.0,12.21,0.0,0.32,N,3.0
22.0,58617,,6.0,MEDICAL,D,5400.0,,1.0,0.09,N,
22.0,46500,MORTGAGE,3.0,VENTURE,A,,,0.0,0.28,N,3.0
22.0,69108,RENT,2.0,PERSONAL,,5400.0,15.95,1.0,0.08,Y,2.0
24.0,112000,RENT,5.0,DEBTCONSOLIDATION,,5400.0,15.27,0.0,0.05,Y,4.0
22.0,22718,RENT,3.0,EDUCATION,B,5425.0,11.99,0.0,0.24,,2.0
23.0,46500,OWN,2.0,DEBTCONSOLIDATION,D,6000.0,,0.0,0.13,Y,2.0
22.0,46500,MORTGAGE,1.0,EDUCATION,B,4000.0,10.62,0.0,0.09,,3.0
24.0,40500,MORTGAGE,8.0,DEBTCONSOLIDATION,B,8500.0,10.99,,0.21,N,3.0
21.0,46500,MORTGAGE,5.0,EDUCATION,,1300.0,14.96,0.0,0.03,N,2.0
26.0,83004,RENT,7.0,EDUCATION,A,5450.0,7.9,0.0,,N,4.0
24.0,46500,MORTGAGE,0.0,HOMEIMPROVEMENT,C,16000.0,,0.0,0.34,Y,3.0
22.0,46500,MORTGAGE,1.0,EDUCATION,B,12000.0,12.21,0.0,0.26,N,3.0
23.0,46551,MORTGAGE,7.0,VENTURE,B,,10.62,,0.32,N,4.0
22.0,12000,RENT,5.0,EDUCATION,B,5500.0,10.36,1.0,0.46,N,241.97373313795518
21.0,14400,RENT,4.0,,B,5500.0,11.48,1.0,0.38,N,3.0
528.1938274525821,15192,RENT,247.32559472570594,PERSONAL,C,5500.0,13.11,1.0,0.36,Y,
26.0,15436,,,DEBTCONSOLIDATION,,5500.0,7.88,1.0,0.36,N,3.0
,18000,RENT,,,,5500.0,11.71,1.0,0.31,N,
,19136,RENT,4.0,EDUCATION,E,5500.0,17.93,1.0,0.29,Y,3.0
23.0,46776,OWN,7.0,DEBTCONSOLIDATION,D,15000.0,13.24,0.0,0.32,N,241.97373313795518
25.0,40800,,5.0,,E,7000.0,19.03,1.0,0.17,N,4.0
26.0,46800,MORTGAGE,3.0,HOMEIMPROVEMENT,B,12725.0,12.42,0.0,0.27,N,2.0
23.0,46800,MORTGAGE,,,A,5000.0,6.99,0.0,0.11,N,2.0
23.0,20400,RENT,5.0,VENTURE,D,5500.0,,0.0,0.27,Y,2.0
24.0,46800,MORTGAGE,6.0,DEBTCONSOLIDATION,A,435651.2915151717,6.99,,0.26,N,2.0
548.1938274525821,21600,RENT,3.0,EDUCATION,B,5500.0,9.25,0.0,0.25,N,4.0
26.0,46800,MORTGAGE,,HOMEIMPROVEMENT,,,14.91,0.0,0.13,N,2.0
23.0,46800,OWN,7.0,VENTURE,,9000.0,,0.0,0.19,Y,4.0
22.0,46800,MORGAGE,4.0,MEDICAL,A,3600.0,7.14,0.0,0.08,,3.0
21.0,21700,RENT,2.0,HOMEIMPROVEMENT,D,5500.0,14.91,1.0,0.25,N,2.0
23.0,22000,RENT,1.0,EDUCATION,C,5500.0,13.04,20.65193366464861,0.25,N,4.0
24.0,23000,RENT,4.0,MEDICAL,,,6.54,,0.24,N,3.0
21.0,46800,MORTGAGE,,DEBTCONSOLIDATION,A,5000.0,7.51,0.0,0.11,N,3.0
22.0,23004,RENT,3.0,PERSONAL,A,,5.79,0.0,0.24,N,3.0
22.0,46800,OWN,4.0,EDUCATION,A,11500.0,237.02461339002102,0.0,0.25,N,4.0
24.0,24000,RENT,5.0,PERSONAL,C,5500.0,14.27,0.0,0.23,Y,3.0
24.0,46800,MORTGAGE,,VENTURE,C,6000.0,,0.0,0.13,Y,4.0
23.0,24000,,0.0,PERSONAL,C,5500.0,13.99,0.0,0.23,N,
23.0,24000,,1.0,VENTURE,B,,10.99,0.0,0.23,N,4.0
23.0,46800,MORTGAGE,4.0,PERSONAL,A,13000.0,8.59,0.0,0.28,N,2.0
23.0,25000,RENT,0.0,PERSONAL,A,5500.0,9.32,0.0,0.22,N,241.97373313795518
,25200,RENT,1.0,EDUCATION,A,5500.0,7.9,0.0,0.22,,2.0
22.0,26400,RENT,0.0,EDUCATION,C,5500.0,13.72,0.0,0.21,Y,
23.0,46932,OWN,,EDUCATION,A,,5.79,0.0,0.15,N,4.0
22.0,46976,OWN,5.0,PERSONAL,C,425651.2915151717,14.26,0.0,0.23,Y,2.0
22.0,26784,RENT,6.0,DEBTCONSOLIDATION,D,5500.0,14.74,1.0,0.21,N,
23.0,27996,ENT,,MEDICAL,C,5500.0,12.53,,0.2,N,
24.0,47000,MORTGAGE,9.0,VENTURE,C,9600.0,15.96,0.0,0.2,N,2.0
568.1938274525821,28800,RENT,0.0,,B,5500.0,9.76,0.0,0.19,N,4.0
,30000,RENT,,PERSONAL,B,5500.0,11.86,0.0,0.18,N,3.0
22.0,30000,RENT,1.0,PERSONAL,B,5500.0,12.53,0.0,0.18,N,4.0
22.0,41000,MORTGAGE,6.0,,A,7000.0,7.9,1.0,0.17,N,4.0
25.0,30000,RENT,2.0,EDUCATION,,5500.0,8.0,0.0,0.18,N,4.0
24.0,47000,MORTGAGE,0.0,PERSONAL,C,12000.0,13.49,0.0,0.26,Y,3.0
25.0,47000,,9.0,PERSONAL,A,385651.2915151717,7.51,0.0,0.15,N,4.0
24.0,33000,RENT,3.0,PERSONAL,B,5500.0,11.11,,,N,4.0
22.0,33000,RENT,0.0,DEBTCONSOLIDATION,E,5500.0,,1.0,0.17,,3.0
24.0,47000,MORTGAGE,8.0,PERSONAL,B,3000.0,12.69,0.0,0.06,N,3.0
578.1938274525821,47000,MORTGAGE,5.0,MEDICAL,A,6600.0,7.9,0.0,0.14,N,2.0
22.0,47000,MORTGAGE,7.0,PERSONAL,C,10600.0,15.96,0.0,,Y,4.0
,33000,,7.0,PERSONAL,D,,14.54,0.0,0.17,Y,3.0
23.0,47000,MORTGAGE,7.0,MEDICAL,B,8000.0,10.65,0.0,,N,3.0
25.0,33280,RENT,1.0,MEDICAL,B,5500.0,,0.0,0.17,N,4.0
23.0,33600,RENT,1.0,DEBTCONSOLIDATION,B,5500.0,,0.0,0.16,N,3.0
25.0,47000,OWN,9.0,VENTURE,A,4000.0,6.62,0.0,0.09,N,4.0
21.0,47000,MORTGAGE,2.0,MEDICAL,A,5400.0,8.9,0.0,0.11,N,3.0
24.0,33900,RENT,3.0,,D,5500.0,17.58,0.0,0.16,N,2.0
548.1938274525821,33996,RENT,1.0,EDUCATION,C,,13.47,0.0,0.16,Y,2.0
26.0,34000,ENT,3.0,PERSONAL,D,5500.0,16.89,,0.16,Y,2.0
26.0,34000,RENT,1.0,VENTURE,C,5500.0,13.11,0.0,0.16,N,3.0
,47000,OWN,8.0,VENTURE,A,12500.0,8.49,0.0,0.27,,2.0
25.0,47000,MORTGAGE,5.0,EDUCATION,B,10400.0,11.49,0.0,0.22,N,2.0
578.1938274525821,36000,RENT,,PERSONAL,B,5500.0,10.65,0.0,0.15,N,2.0
23.0,36000,RENT,5.0,EDUCATION,E,5500.0,17.14,0.0,,Y,3.0
21.0,36500,RENT,2.0,VENTURE,A,5500.0,7.51,0.0,0.15,N,2.0
24.0,37000,RENT,3.0,PERSONAL,B,5500.0,,0.0,0.15,N,2.0
24.0,38400,RENT,2.0,DEBTCONSOLIDATION,,5500.0,6.92,,0.14,N,3.0
23.0,47000,MORTGAGE,217.32559472570594,VENTURE,A,6000.0,5.99,0.0,0.13,N,2.0
22.0,38500,RENT,0.0,PERSONAL,A,5500.0,7.74,0.0,0.14,N,2.0
22.0,47000,OWN,,MEDICAL,A,3000.0,5.42,0.0,,N,3.0
25.0,40000,RENT,6.0,VENTURE,B,5500.0,,0.0,0.14,,3.0
24.0,47000,MORTGAGE,7.0,MEDICAL,B,15000.0,10.74,0.0,0.32,N,2.0
,47000,MORTGAGE,5.0,,A,15000.0,,0.0,0.32,N,3.0
23.0,40440,RENT,0.0,EDUCATION,C,5500.0,,0.0,,N,4.0
23.0,47000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,13850.0,12.68,0.0,8.252991506026522,Y,4.0
26.0,47000,MORTGAGE,0.0,PERSONAL,A,,5.79,0.0,0.06,N,2.0
23.0,37000,RENT,5.0,DEBTCONSOLIDATION,D,370651.2915151717,15.31,1.0,0.15,Y,2.0
23.0,43000,RENT,1.0,DEBTCONSOLIDATION,B,5500.0,11.89,0.0,0.13,N,4.0
24.0,37004,RENT,2.0,,D,5500.0,15.05,1.0,0.15,N,4.0
538.1938274525821,44400,RENT,2.0,EDUCATION,C,5500.0,12.73,0.0,0.12,N,241.97373313795518
22.0,47000,MORTGAGE,3.0,MEDICAL,A,15000.0,7.66,0.0,,N,2.0
24.0,47000,OWN,1.0,PERSONAL,B,6000.0,11.11,0.0,0.13,N,4.0
24.0,47000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,6000.0,7.66,0.0,0.13,N,3.0
22.0,45000,,3.0,EDUCATION,B,5500.0,10.38,0.0,0.12,N,2.0
538.1938274525821,48000,RENT,3.0,EDUCATION,B,5500.0,11.49,0.0,,,4.0
,48000,RENT,3.0,MEDICAL,,5500.0,7.49,0.0,0.11,N,4.0
23.0,48880,RENT,2.0,EDUCATION,B,,10.99,0.0,0.11,N,3.0
21.0,44000,RENT,,,D,5500.0,15.28,1.0,0.13,N,3.0
24.0,47000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,8500.0,,0.0,0.18,,3.0
22.0,50000,RENT,6.0,DEBTCONSOLIDATION,A,5500.0,7.14,0.0,0.11,N,3.0
23.0,47000,OWN,4.0,MEDICAL,A,7000.0,7.51,0.0,0.15,N,3.0
21.0,47000,MORTGAGE,5.0,PERSONAL,A,7000.0,7.14,20.65193366464861,0.15,N,3.0
23.0,47000,MORTGAGE,8.0,VENTURE,A,7500.0,7.51,0.0,0.16,N,4.0
22.0,44052,RENT,3.0,DEBTCONSOLIDATION,D,5500.0,,1.0,0.12,Y,2.0
23.0,54000,RENT,3.0,VENTURE,,,8.94,0.0,0.1,N,3.0
24.0,54000,,6.0,DEBTCONSOLIDATION,A,5500.0,8.07,0.0,0.1,N,2.0
23.0,55000,RENT,0.0,PERSONAL,B,5500.0,11.71,0.0,0.1,N,4.0
22.0,56000,ERNT,7.0,,A,5500.0,9.38,,0.1,N,3.0
24.0,47000,MORTGAGE,0.0,MEDICAL,A,9000.0,8.94,0.0,0.19,N,3.0
26.0,51000,,3.0,HOMEIMPROVEMENT,C,5500.0,13.49,,0.11,Y,2.0
25.0,57000,RENT,1.0,HOMEIMPROVEMENT,,5500.0,10.99,0.0,0.1,N,4.0
26.0,51600,RENT,10.0,HOMEIMPROVEMENT,B,5500.0,11.99,1.0,0.11,N,3.0
21.0,59000,RENT,1.0,EDUCATION,,5500.0,5.42,,0.09,N,2.0
22.0,41000,MORTGAGE,6.0,EDUCATION,C,10000.0,13.57,1.0,0.24,N,241.97373313795518
22.0,60000,RENT,0.0,,A,5500.0,7.88,0.0,0.09,N,2.0
24.0,47000,MORTGAGE,5.0,DEBTCONSOLIDATION,,10000.0,13.79,0.0,0.21,,4.0
24.0,47000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,12000.0,12.21,0.0,0.26,N,4.0
25.0,41000,MORTGAGE,9.0,,,5000.0,11.78,1.0,0.12,Y,3.0
23.0,62000,,7.0,,D,,17.49,0.0,0.09,,3.0
,62400,,0.0,PERSONAL,B,5500.0,9.76,0.0,0.09,N,4.0
24.0,41000,MORTGAGE,,MEDICAL,B,,,1.0,0.16,N,2.0
24.0,62472,RENT,2.0,EDUCATION,C,5500.0,12.73,20.65193366464861,0.09,N,2.0
24.0,64000,RENT,3.0,EDUCATION,B,5500.0,10.75,0.0,0.09,N,4.0
24.0,72000,RENT,8.0,EDUCATION,B,5500.0,9.91,,0.08,N,3.0
24.0,72996,RENT,2.0,,B,5500.0,11.49,0.0,0.08,N,3.0
24.0,73700,RENT,0.0,VENTURE,C,,14.65,0.0,0.07,N,3.0
26.0,90000,RENT,0.0,EDUCATION,B,5525.0,11.36,0.0,0.06,,4.0
22.0,47091,MORTGAGE,6.0,VENTURE,,10000.0,,0.0,0.21,N,231.97373313795518
24.0,47100,MORTGAGE,,,B,4000.0,11.49,0.0,0.08,N,3.0
24.0,47110,MORTGAGE,0.0,PERSONAL,,11000.0,10.99,,0.23,N,4.0
24.0,22000,RENT,,PERSONAL,C,5550.0,,1.0,0.25,N,3.0
23.0,24000,RENT,7.0,VENTURE,C,5550.0,12.53,0.0,0.23,N,4.0
22.0,31000,RENT,5.0,,B,5550.0,11.36,1.0,0.18,N,3.0
22.0,47004,RENT,2.0,,A,5550.0,7.49,0.0,0.12,N,4.0
21.0,47200,MORTGAGE,1.0,MEDICAL,,7000.0,13.23,0.0,0.15,N,4.0
24.0,20485,RENT,,PERSONAL,,5575.0,7.9,0.0,0.27,N,4.0
24.0,47211,OWN,8.0,VENTURE,B,10000.0,11.83,0.0,0.21,N,3.0
25.0,28800,,5.0,PERSONAL,A,5575.0,6.62,0.0,0.19,,4.0
22.0,41244,MORTGAGE,6.0,DEBTCONSOLIDATION,B,11500.0,11.58,1.0,0.28,N,3.0
22.0,14400,RENT,1.0,VENTURE,,5600.0,14.59,1.0,0.39,Y,2.0
21.0,18000,RENT,1.0,HOMEIMPROVEMENT,F,5600.0,,1.0,0.31,N,4.0
26.0,47300,MORTGAGE,3.0,VENTURE,B,6000.0,12.69,,0.13,N,4.0
24.0,47300,MORTGAGE,5.0,PERSONAL,A,9500.0,8.49,0.0,0.2,N,2.0
,19200,RENT,,DEBTCONSOLIDATION,A,5600.0,8.9,1.0,0.29,N,2.0
24.0,19800,RENT,,DEBTCONSOLIDATION,A,5600.0,,1.0,0.28,N,3.0
21.0,20000,RENT,,MEDICAL,B,5600.0,,0.0,0.28,N,4.0
25.0,47412,MORTGAGE,0.0,EDUCATION,A,6500.0,8.59,0.0,0.14,N,
22.0,47472,MORTGAGE,6.0,VENTURE,B,20000.0,11.83,0.0,0.42,N,3.0
24.0,24000,RENT,0.0,MEDICAL,,5600.0,12.73,,,N,4.0
22.0,47484,MORTGAGE,0.0,EDUCATION,B,5325.0,10.62,,0.11,N,4.0
23.0,25000,RENT,3.0,MEICAL,B,5600.0,11.11,0.0,0.22,N,4.0
